Evaluation,FeatureSetup,Purpose,RepresentationStage,Representation,ImbalanceStage,ClassBalance,Model,Threshold,MCC_mean,MCC_std,F1_mean,F1_std,Precision_mean,Precision_std,Accuracy_mean,Accuracy_std,Recall_mean,Recall_std,AUROC_mean,AUROC_std,AUPRC_mean,AUPRC_std
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,KernelSVM,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8208,0.1401,0.462,0.2062
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LightGBM,0.05,0.2854,0.2475,0.2946,0.2298,0.3578,0.3391,0.9069,0.0571,0.3638,0.3025,0.8138,0.1271,0.4623,0.2717
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LightGBM,0.1,0.2889,0.2415,0.2973,0.2231,0.3707,0.3291,0.9139,0.0554,0.3445,0.2939,0.8138,0.1271,0.4623,0.2717
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LightGBM,0.15,0.2932,0.2425,0.2931,0.2214,0.4095,0.3691,0.9194,0.0534,0.3216,0.2829,0.8138,0.1271,0.4623,0.2717
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LightGBM,0.2,0.2944,0.235,0.2918,0.2134,0.4183,0.3645,0.9208,0.0529,0.3159,0.281,0.8138,0.1271,0.4623,0.2717
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LightGBM,0.25,0.2882,0.2039,0.2747,0.1753,0.4496,0.3923,0.9215,0.0494,0.2951,0.2652,0.8138,0.1271,0.4623,0.2717
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LightGBM,0.3,0.2963,0.2128,0.2844,0.1856,0.4589,0.389,0.9236,0.0511,0.2951,0.2652,0.8138,0.1271,0.4623,0.2717
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LightGBM,0.35,0.2761,0.1979,0.2642,0.1671,0.4507,0.3809,0.9243,0.0523,0.2629,0.2462,0.8138,0.1271,0.4623,0.2717
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LightGBM,0.4,0.2806,0.1983,0.2688,0.1685,0.4568,0.3777,0.9257,0.0524,0.2629,0.2462,0.8138,0.1271,0.4623,0.2717
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LightGBM,0.45,0.2925,0.2127,0.282,0.1886,0.4729,0.3738,0.9278,0.0521,0.2629,0.2462,0.8138,0.1271,0.4623,0.2717
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LightGBM,0.5,0.3013,0.2126,0.2887,0.1907,0.4896,0.3687,0.9299,0.0514,0.2629,0.2462,0.8138,0.1271,0.4623,0.2717
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LightGBM,0.55,0.3073,0.2128,0.2932,0.1922,0.501,0.3648,0.9312,0.0515,0.2629,0.2462,0.8138,0.1271,0.4623,0.2717
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LightGBM,0.6,0.3073,0.2128,0.2932,0.1922,0.501,0.3648,0.9312,0.0515,0.2629,0.2462,0.8138,0.1271,0.4623,0.2717
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LightGBM,0.65,0.3073,0.2128,0.2932,0.1922,0.501,0.3648,0.9312,0.0515,0.2629,0.2462,0.8138,0.1271,0.4623,0.2717
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LightGBM,0.7,0.3025,0.2194,0.2799,0.2045,0.5333,0.3791,0.9326,0.055,0.2464,0.2537,0.8138,0.1271,0.4623,0.2717
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LightGBM,0.75,0.3025,0.2194,0.2799,0.2045,0.5333,0.3791,0.9326,0.055,0.2464,0.2537,0.8138,0.1271,0.4623,0.2717
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LightGBM,0.8,0.3091,0.2193,0.2834,0.206,0.5469,0.3776,0.9347,0.0546,0.2464,0.2537,0.8138,0.1271,0.4623,0.2717
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LightGBM,0.85,0.3193,0.2219,0.2919,0.211,0.5677,0.3692,0.9361,0.0551,0.2464,0.2537,0.8138,0.1271,0.4623,0.2717
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LightGBM,0.9,0.3193,0.2219,0.2919,0.211,0.5677,0.3692,0.9361,0.0551,0.2464,0.2537,0.8138,0.1271,0.4623,0.2717
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.05,0.1823,0.1111,0.1913,0.1297,0.1186,0.0917,0.5882,0.0569,0.7505,0.3427,0.8274,0.1521,0.4789,0.2101
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.1,0.1959,0.137,0.2069,0.1406,0.1325,0.1008,0.6819,0.0329,0.6884,0.3548,0.8274,0.1521,0.4789,0.2101
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.15,0.1923,0.156,0.2023,0.1385,0.1305,0.095,0.6931,0.0429,0.6706,0.3729,0.8274,0.1521,0.4789,0.2101
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.2,0.2045,0.1586,0.2172,0.1464,0.1444,0.1061,0.7243,0.0617,0.6446,0.3571,0.8274,0.1521,0.4789,0.2101
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.25,0.2236,0.1686,0.2364,0.1592,0.1613,0.118,0.7639,0.0567,0.6237,0.3445,0.8274,0.1521,0.4789,0.2101
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.3,0.252,0.1863,0.2625,0.1766,0.1855,0.1375,0.8,0.0569,0.6181,0.3482,0.8274,0.1521,0.4789,0.2101
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.35,0.2487,0.1841,0.2624,0.1762,0.1896,0.1414,0.8146,0.0536,0.588,0.3364,0.8274,0.1521,0.4789,0.2101
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.4,0.2588,0.196,0.2729,0.1847,0.2013,0.1524,0.8278,0.0587,0.5793,0.339,0.8274,0.1521,0.4789,0.2101
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.45,0.2723,0.1974,0.2862,0.1865,0.2165,0.1596,0.8424,0.0585,0.5715,0.3362,0.8274,0.1521,0.4789,0.2101
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.5,0.2873,0.2161,0.3003,0.202,0.2373,0.1831,0.8576,0.0598,0.5589,0.3468,0.8274,0.1521,0.4789,0.2101
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.55,0.2956,0.2364,0.3091,0.2206,0.2551,0.2086,0.8722,0.0599,0.5338,0.3545,0.8274,0.1521,0.4789,0.2101
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.6,0.2913,0.2341,0.3095,0.2172,0.2724,0.2182,0.8847,0.0614,0.4812,0.3298,0.8274,0.1521,0.4789,0.2101
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.65,0.2982,0.2194,0.3154,0.2096,0.2959,0.2302,0.8972,0.0553,0.4499,0.2997,0.8274,0.1521,0.4789,0.2101
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.7,0.2957,0.2165,0.3129,0.208,0.3163,0.2365,0.9042,0.0556,0.4136,0.2926,0.8274,0.1521,0.4789,0.2101
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.75,0.3113,0.2114,0.3235,0.2022,0.3613,0.2623,0.9118,0.0534,0.39,0.2733,0.8274,0.1521,0.4789,0.2101
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.8,0.3462,0.2138,0.3514,0.2089,0.4198,0.2679,0.9243,0.0517,0.39,0.2733,0.8274,0.1521,0.4789,0.2101
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.85,0.3602,0.2217,0.3582,0.2119,0.474,0.293,0.9306,0.0544,0.3661,0.2771,0.8274,0.1521,0.4789,0.2101
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,LogisticRegression,0.9,0.3593,0.2556,0.3349,0.2436,0.5833,0.3849,0.9375,0.0516,0.2869,0.2718,0.8274,0.1521,0.4789,0.2101
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.05,0.2283,0.1517,0.2356,0.1566,0.1584,0.1152,0.7264,0.0736,0.6747,0.3562,0.8426,0.1276,0.4858,0.2454
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.1,0.2697,0.2244,0.2795,0.2037,0.2154,0.1799,0.8403,0.0624,0.5749,0.3797,0.8426,0.1276,0.4858,0.2454
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.15,0.2812,0.2309,0.2962,0.2114,0.2486,0.2116,0.875,0.0617,0.5134,0.3545,0.8426,0.1276,0.4858,0.2454
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.2,0.2941,0.2372,0.3113,0.224,0.278,0.229,0.8889,0.0582,0.4765,0.3279,0.8426,0.1276,0.4858,0.2454
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.25,0.3066,0.2301,0.3237,0.2159,0.313,0.2367,0.9021,0.0584,0.4437,0.3138,0.8426,0.1276,0.4858,0.2454
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.3,0.3381,0.2498,0.3451,0.2374,0.3926,0.2955,0.916,0.0543,0.413,0.3102,0.8426,0.1276,0.4858,0.2454
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.35,0.3093,0.2477,0.3128,0.2278,0.4162,0.3449,0.9194,0.0536,0.3338,0.2828,0.8426,0.1276,0.4858,0.2454
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.4,0.2985,0.2569,0.299,0.2339,0.4312,0.3526,0.9229,0.0572,0.2988,0.2861,0.8426,0.1276,0.4858,0.2454
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.45,0.3153,0.2477,0.3012,0.2304,0.5021,0.3914,0.9306,0.0516,0.278,0.2692,0.8426,0.1276,0.4858,0.2454
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.5,0.3338,0.2457,0.3165,0.2316,0.5365,0.3763,0.9354,0.0534,0.278,0.2692,0.8426,0.1276,0.4858,0.2454
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.55,0.3178,0.2171,0.2908,0.1985,0.5521,0.3688,0.9361,0.0516,0.2468,0.2494,0.8426,0.1276,0.4858,0.2454
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.6,0.2844,0.2223,0.2536,0.2057,0.5208,0.3891,0.9361,0.0506,0.2181,0.2566,0.8426,0.1276,0.4858,0.2454
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.65,0.2542,0.2131,0.2204,0.1917,0.5312,0.427,0.9368,0.0505,0.1556,0.1552,0.8426,0.1276,0.4858,0.2454
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.7,0.1938,0.2101,0.17,0.1941,0.4062,0.4171,0.934,0.0548,0.1245,0.16,0.8426,0.1276,0.4858,0.2454
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.75,0.1565,0.2019,0.1368,0.1773,0.3125,0.4031,0.9347,0.0589,0.1001,0.1481,0.8426,0.1276,0.4858,0.2454
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.8,-0.0079,0.0134,0.0,0.0,0.0,0.0,0.9312,0.0599,0.0,0.0,0.8426,0.1276,0.4858,0.2454
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.85,-0.0022,0.0088,0.0,0.0,0.0,0.0,0.934,0.0605,0.0,0.0,0.8426,0.1276,0.4858,0.2454
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,RandomForest,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8426,0.1276,0.4858,0.2454
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.05,0.2083,0.1484,0.2218,0.1331,0.1471,0.0948,0.759,0.0738,0.6369,0.3605,0.8242,0.1435,0.4829,0.27
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.1,0.2501,0.2191,0.2705,0.1904,0.1966,0.1435,0.8354,0.0843,0.5657,0.3588,0.8242,0.1435,0.4829,0.27
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.15,0.2697,0.2767,0.2987,0.2581,0.252,0.252,0.8667,0.0802,0.4821,0.332,0.8242,0.1435,0.4829,0.27
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.2,0.273,0.2661,0.3029,0.2485,0.2688,0.2542,0.8799,0.0771,0.4497,0.3123,0.8242,0.1435,0.4829,0.27
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.25,0.2865,0.2474,0.3132,0.228,0.3092,0.2764,0.8938,0.0737,0.4163,0.2792,0.8242,0.1435,0.4829,0.27
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.3,0.2761,0.2543,0.3031,0.2359,0.312,0.282,0.9007,0.0651,0.3747,0.2953,0.8242,0.1435,0.4829,0.27
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.35,0.2913,0.265,0.3155,0.2436,0.3467,0.3149,0.9069,0.0645,0.3633,0.2879,0.8242,0.1435,0.4829,0.27
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.4,0.2951,0.2591,0.3145,0.2375,0.3622,0.314,0.9118,0.0625,0.3519,0.2877,0.8242,0.1435,0.4829,0.27
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.45,0.2698,0.2321,0.2865,0.2055,0.3598,0.3137,0.9153,0.0612,0.3061,0.2672,0.8242,0.1435,0.4829,0.27
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.5,0.2715,0.228,0.2834,0.2019,0.3763,0.3227,0.9167,0.0595,0.2983,0.2668,0.8242,0.1435,0.4829,0.27
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.55,0.2861,0.2301,0.2836,0.197,0.4315,0.3754,0.9201,0.0563,0.2894,0.2646,0.8242,0.1435,0.4829,0.27
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.6,0.2989,0.2347,0.2939,0.2066,0.4554,0.3776,0.9236,0.0553,0.2894,0.2646,0.8242,0.1435,0.4829,0.27
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.65,0.2948,0.2214,0.2833,0.1938,0.4777,0.3974,0.9257,0.0511,0.2685,0.2453,0.8242,0.1435,0.4829,0.27
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.7,0.3047,0.222,0.2915,0.196,0.4948,0.3926,0.9292,0.0518,0.2685,0.2453,0.8242,0.1435,0.4829,0.27
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.75,0.305,0.2215,0.2915,0.196,0.4948,0.3926,0.9299,0.0521,0.2685,0.2453,0.8242,0.1435,0.4829,0.27
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.8,0.3035,0.2158,0.2814,0.1957,0.5229,0.3919,0.9312,0.0518,0.255,0.2486,0.8242,0.1435,0.4829,0.27
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.85,0.3084,0.2311,0.2823,0.2068,0.5438,0.4086,0.9326,0.0542,0.2494,0.2515,0.8242,0.1435,0.4829,0.27
LOGO,ranking_c1_b5,ranking,C1,C1_morgan_only,B5,True,XGBoost,0.9,0.2802,0.2228,0.2514,0.2055,0.5104,0.3919,0.9361,0.0512,0.2181,0.2566,0.8242,0.1435,0.4829,0.27
