MCC,F1,Precision,Accuracy,Recall,AUROC,AUPRC,RepresentationStage,Representation,ImbalanceStage,ImbalanceMethod,Evaluation,Fold,Threshold,ClassWeight,HeldOutDrug
-0.021591675854376526,0.0,0.0,0.9305555555555556,0.0,0.8831275720164609,0.3407980773922803,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,6,0.6,none,
-0.021591675854376526,0.0,0.0,0.9305555555555556,0.0,0.8831275720164609,0.3407980773922803,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,6,0.65,none,
0.0,0.0,0.0,0.9375,0.0,0.8831275720164609,0.3407980773922803,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,6,0.7,none,
0.0,0.0,0.0,0.9375,0.0,0.8831275720164609,0.3407980773922803,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,6,0.75,none,
0.0,0.0,0.0,0.9375,0.0,0.8831275720164609,0.3407980773922803,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,6,0.8,none,
0.0,0.0,0.0,0.9375,0.0,0.8831275720164609,0.3407980773922803,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,6,0.85,none,
0.0,0.0,0.0,0.9375,0.0,0.8831275720164609,0.3407980773922803,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,6,0.9,none,
0.35869816065240034,0.3783783783783784,0.25925925925925924,0.8402777777777778,0.7,0.882089552238806,0.41823334073334073,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,7,0.05,none,
0.371398290485425,0.4166666666666667,0.35714285714285715,0.9027777777777778,0.5,0.882089552238806,0.41823334073334073,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,7,0.1,none,
0.35522388059701493,0.4,0.4,0.9166666666666666,0.4,0.882089552238806,0.41823334073334073,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,7,0.15,none,
0.39583898234801435,0.4,0.6,0.9375,0.3,0.882089552238806,0.41823334073334073,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,7,0.2,none,
0.28628939985455826,0.2857142857142857,0.5,0.9305555555555556,0.2,0.882089552238806,0.41823334073334073,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,7,0.25,none,
0.1514196606236208,0.15384615384615385,0.3333333333333333,0.9236111111111112,0.1,0.882089552238806,0.41823334073334073,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,7,0.3,none,
0.1514196606236208,0.15384615384615385,0.3333333333333333,0.9236111111111112,0.1,0.882089552238806,0.41823334073334073,C1,C1_morgan_only,B4,B4_threshold_tuning_only,CV,7,0.35,none,
