Evaluation,RepresentationStage,Representation,ImbalanceStage,ImbalanceMethod,Threshold,MCC_mean,MCC_std,F1_mean,F1_std,Precision_mean,Precision_std,Accuracy_mean,Accuracy_std,Recall_mean,Recall_std,AUROC_mean,AUROC_std,AUPRC_mean,AUPRC_std
LOGO,C5,C5_chemberta,B5,B5_class_weight_threshold_tuning,0.65,0.0416,0.0951,0.0349,0.0831,0.125,0.2887,0.934,0.0569,0.0224,0.0557,0.7909,0.1429,0.3956,0.2172
LOGO,C5,C5_chemberta,B5,B5_class_weight_threshold_tuning,0.7,0.011,0.0511,0.0114,0.0455,0.0312,0.125,0.934,0.06,0.0069,0.0278,0.7909,0.1429,0.3956,0.2172
LOGO,C5,C5_chemberta,B5,B5_class_weight_threshold_tuning,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.7909,0.1429,0.3956,0.2172
LOGO,C5,C5_chemberta,B5,B5_class_weight_threshold_tuning,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.7909,0.1429,0.3956,0.2172
LOGO,C5,C5_chemberta,B5,B5_class_weight_threshold_tuning,0.8,-0.0022,0.0088,0.0,0.0,0.0,0.0,0.934,0.0605,0.0,0.0,0.7909,0.1429,0.3956,0.2172
LOGO,C5,C5_chemberta,B5,B5_class_weight_threshold_tuning,0.75,-0.0038,0.0106,0.0,0.0,0.0,0.0,0.9333,0.0605,0.0,0.0,0.7909,0.1429,0.3956,0.2172
LOGO,C5,C5_chemberta,B4,B4_threshold_tuning_only,0.45,0.3053,0.2507,0.2751,0.2309,0.5417,0.4105,0.9368,0.0506,0.2363,0.2704,0.8081,0.1245,0.3869,0.2125
LOGO,C5,C5_chemberta,B4,B4_threshold_tuning_only,0.35,0.2877,0.222,0.2785,0.2034,0.4085,0.3135,0.9243,0.0523,0.3171,0.3265,0.8081,0.1245,0.3869,0.2125
LOGO,C5,C5_chemberta,B4,B4_threshold_tuning_only,0.5,0.2867,0.266,0.2568,0.2489,0.5312,0.427,0.9361,0.0527,0.2139,0.2759,0.8081,0.1245,0.3869,0.2125
LOGO,C5,C5_chemberta,B4,B4_threshold_tuning_only,0.4,0.2712,0.2123,0.2479,0.1918,0.4708,0.3745,0.9312,0.0489,0.2363,0.2704,0.8081,0.1245,0.3869,0.2125
LOGO,C5,C5_chemberta,B4,B4_threshold_tuning_only,0.3,0.2523,0.1932,0.2562,0.1754,0.3168,0.2687,0.9076,0.0525,0.3421,0.3226,0.8081,0.1245,0.3869,0.2125
LOGO,C5,C5_chemberta,B4,B4_threshold_tuning_only,0.55,0.2352,0.2702,0.2107,0.2496,0.4375,0.4425,0.9347,0.053,0.1821,0.2799,0.8081,0.1245,0.3869,0.2125
LOGO,C5,C5_chemberta,B4,B4_threshold_tuning_only,0.25,0.2114,0.173,0.2289,0.1597,0.2476,0.2029,0.8778,0.0739,0.3478,0.3221,0.8081,0.1245,0.3869,0.2125
LOGO,C5,C5_chemberta,B4,B4_threshold_tuning_only,0.1,0.2083,0.1365,0.2214,0.1416,0.1597,0.1144,0.7368,0.0977,0.6098,0.3619,0.8081,0.1245,0.3869,0.2125
LOGO,C5,C5_chemberta,B4,B4_threshold_tuning_only,0.05,0.1842,0.1037,0.1948,0.1244,0.1263,0.0946,0.6229,0.0988,0.7049,0.3582,0.8081,0.1245,0.3869,0.2125
LOGO,C5,C5_chemberta,B4,B4_threshold_tuning_only,0.15,0.1767,0.1547,0.203,0.1495,0.1595,0.1209,0.7958,0.09,0.4635,0.3282,0.8081,0.1245,0.3869,0.2125
LOGO,C5,C5_chemberta,B4,B4_threshold_tuning_only,0.6,0.1763,0.2367,0.1572,0.2158,0.3125,0.4031,0.9347,0.0518,0.1409,0.2581,0.8081,0.1245,0.3869,0.2125
LOGO,C5,C5_chemberta,B4,B4_threshold_tuning_only,0.2,0.172,0.1775,0.2049,0.1647,0.1816,0.166,0.8403,0.0847,0.3702,0.3292,0.8081,0.1245,0.3869,0.2125
LOGO,C5,C5_chemberta,B4,B4_threshold_tuning_only,0.65,0.0844,0.1374,0.0703,0.1243,0.2188,0.3637,0.934,0.0553,0.0489,0.0951,0.8081,0.1245,0.3869,0.2125
LOGO,C5,C5_chemberta,B4,B4_threshold_tuning_only,0.7,0.0063,0.0508,0.0057,0.0227,0.0625,0.25,0.9326,0.0574,0.003,0.0119,0.8081,0.1245,0.3869,0.2125
LOGO,C5,C5_chemberta,B4,B4_threshold_tuning_only,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8081,0.1245,0.3869,0.2125
LOGO,C5,C5_chemberta,B4,B4_threshold_tuning_only,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8081,0.1245,0.3869,0.2125
LOGO,C5,C5_chemberta,B4,B4_threshold_tuning_only,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9347,0.06,0.0,0.0,0.8081,0.1245,0.3869,0.2125
LOGO,C5,C5_chemberta,B4,B4_threshold_tuning_only,0.75,-0.0057,0.0112,0.0,0.0,0.0,0.0,0.9319,0.0595,0.0,0.0,0.8081,0.1245,0.3869,0.2125
