MCC,F1,Precision,Accuracy,Recall,AUROC,AUPRC,Stage,Method,Evaluation,Fold,Threshold,ClassWeight,Sampler,ThresholdMode,HeldOutDrug
0.09557242498741929,0.15384615384615385,0.4,0.7555555555555555,0.09523809523809523,0.6307798481711524,0.355946029034016,B5,B5_class_weight_threshold_tuning,LOGO,10,0.3,balanced,none,sweep,Nelfinavir
0.13597460911240103,0.16,0.5,0.7666666666666667,0.09523809523809523,0.6307798481711524,0.355946029034016,B5,B5_class_weight_threshold_tuning,LOGO,10,0.35,balanced,none,sweep,Nelfinavir
0.19025295692965058,0.16666666666666666,0.6666666666666666,0.7777777777777778,0.09523809523809523,0.6307798481711524,0.355946029034016,B5,B5_class_weight_threshold_tuning,LOGO,10,0.4,balanced,none,sweep,Nelfinavir
0.19025295692965058,0.16666666666666666,0.6666666666666666,0.7777777777777778,0.09523809523809523,0.6307798481711524,0.355946029034016,B5,B5_class_weight_threshold_tuning,LOGO,10,0.45,balanced,none,sweep,Nelfinavir
0.27326786250001056,0.17391304347826086,1.0,0.7888888888888889,0.09523809523809523,0.6307798481711524,0.355946029034016,B5,B5_class_weight_threshold_tuning,LOGO,10,0.5,balanced,none,sweep,Nelfinavir
0.27326786250001056,0.17391304347826086,1.0,0.7888888888888889,0.09523809523809523,0.6307798481711524,0.355946029034016,B5,B5_class_weight_threshold_tuning,LOGO,10,0.55,balanced,none,sweep,Nelfinavir
0.27326786250001056,0.17391304347826086,1.0,0.7888888888888889,0.09523809523809523,0.6307798481711524,0.355946029034016,B5,B5_class_weight_threshold_tuning,LOGO,10,0.6,balanced,none,sweep,Nelfinavir
0.27326786250001056,0.17391304347826086,1.0,0.7888888888888889,0.09523809523809523,0.6307798481711524,0.355946029034016,B5,B5_class_weight_threshold_tuning,LOGO,10,0.65,balanced,none,sweep,Nelfinavir
0.0,0.0,0.0,0.7666666666666667,0.0,0.6307798481711524,0.355946029034016,B5,B5_class_weight_threshold_tuning,LOGO,10,0.7,balanced,none,sweep,Nelfinavir
0.0,0.0,0.0,0.7666666666666667,0.0,0.6307798481711524,0.355946029034016,B5,B5_class_weight_threshold_tuning,LOGO,10,0.75,balanced,none,sweep,Nelfinavir
0.0,0.0,0.0,0.7666666666666667,0.0,0.6307798481711524,0.355946029034016,B5,B5_class_weight_threshold_tuning,LOGO,10,0.8,balanced,none,sweep,Nelfinavir
