DRUG,EXCIPIENT,SOURCE,PROBABILITY
Nelfinavir,Cinoxacin,APPROVED_DRUGBANK,0.32
Nelfinavir,Colchicine,APPROVED_DRUGBANK,0.32
Nelfinavir,Cycrimine,APPROVED_DRUGBANK,0.32
Nelfinavir,HYDROXYETHYLPIPERAZINE_ETHANE_SULFONIC_ACID,GRAS_IIG,0.32
Nelfinavir,Ondansetron,APPROVED_DRUGBANK,0.32
Nelfinavir,Pindolol,APPROVED_DRUGBANK,0.32
Nelfinavir,Procaterol,APPROVED_DRUGBANK,0.32
Nelfinavir,Riluzole,APPROVED_DRUGBANK,0.32
Nelfinavir,Sapropterin,APPROVED_DRUGBANK,0.32
Neomycin,Glycocholic_acid,GRAS_IIG,0.32
Ouabain,Azilsartan medoxomil,APPROVED_DRUGBANK,0.32
Oxymetholone,Vitamin A,APPROVED_DRUGBANK,0.32
Oxymetholone,Vitamin_A,GRAS_IIG,0.32
Paricalcitol,Carotene_(beta-carotene),GRAS_IIG,0.32
Paromomycin,Vitamin_A_acetate,GRAS_IIG,0.32
Phenindamine,Vitamin_A_acetate,GRAS_IIG,0.32
Phenprocoumon,Vitamin_A_acetate,GRAS_IIG,0.32
Pipazethate,Azilsartan medoxomil,APPROVED_DRUGBANK,0.32
Polythiazide,Vitamin_A_acetate,GRAS_IIG,0.32
Probucol,Alitretinoin,APPROVED_DRUGBANK,0.32
Probucol,Isotretinoin,APPROVED_DRUGBANK,0.32
Probucol,Tretinoin,APPROVED_DRUGBANK,0.32
Quinestrol,Deoxycholic Acid,APPROVED_DRUGBANK,0.32
Quinestrol,Desoxycholic_acid,GRAS_IIG,0.32
Quinidine barbiturate,Vitamin_A_palmitate,GRAS_IIG,0.32
Sibutramine,Deoxycholic Acid,APPROVED_DRUGBANK,0.32
Sibutramine,Desoxycholic_acid,GRAS_IIG,0.32
Sibutramine,Losartan,APPROVED_DRUGBANK,0.32
Simvastatin,Glycocholic_acid,GRAS_IIG,0.32
Sodium Nitrite,Alitretinoin,APPROVED_DRUGBANK,0.32
Sodium Nitrite,Isotretinoin,APPROVED_DRUGBANK,0.32
Sodium Nitrite,Tretinoin,APPROVED_DRUGBANK,0.32
Sodium phenylbutyrate,Vitamin_A_acetate,GRAS_IIG,0.32
Sucralfate,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.32
Sulfasalazine,Azilsartan medoxomil,APPROVED_DRUGBANK,0.32
Sulindac,Deoxycholic Acid,APPROVED_DRUGBANK,0.32
Sulindac,Desoxycholic_acid,GRAS_IIG,0.32
Technetium Tc 99m Oxidronate,Alitretinoin,APPROVED_DRUGBANK,0.32
Technetium Tc 99m Oxidronate,Carotene_(beta-carotene),GRAS_IIG,0.32
Technetium Tc 99m Oxidronate,Isotretinoin,APPROVED_DRUGBANK,0.32
Technetium Tc 99m Oxidronate,Tretinoin,APPROVED_DRUGBANK,0.32
Testosterone,Taurocholic_acid,GRAS_IIG,0.32
Ticlopidine,Vitamin_A_acetate,GRAS_IIG,0.32
Tolnaftate,Vitamin A,APPROVED_DRUGBANK,0.32
Tolnaftate,Vitamin_A,GRAS_IIG,0.32
Trichlormethiazide,Taurocholic_acid,GRAS_IIG,0.32
Triclosan,Taurocholic_acid,GRAS_IIG,0.32
Trypan blue,Alitretinoin,APPROVED_DRUGBANK,0.32
Trypan blue,Isotretinoin,APPROVED_DRUGBANK,0.32
Trypan blue,Tretinoin,APPROVED_DRUGBANK,0.32
Vecuronium,Glycocholic_acid,GRAS_IIG,0.32
Vinorelbine,Indomethacin,APPROVED_DRUGBANK,0.32
Amikacin,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.318
Amikacin,Vitamin_A_acetate,GRAS_IIG,0.318
Aminophylline,Glycocholic_acid,GRAS_IIG,0.318
Ammonium lactate,Deoxycholic Acid,APPROVED_DRUGBANK,0.318
Ammonium lactate,Desoxycholic_acid,GRAS_IIG,0.318
Arbekacin,Vitamin_A_acetate,GRAS_IIG,0.318
Atazanavir,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.318
Atomoxetine,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.318
Atovaquone,Antrafenine,APPROVED_DRUGBANK,0.318
Atovaquone,Dalbavancin,APPROVED_DRUGBANK,0.318
Atovaquone,Vinorelbine,APPROVED_DRUGBANK,0.318
Balsalazide,Azilsartan medoxomil,APPROVED_DRUGBANK,0.318
Bromhexine,Losartan,APPROVED_DRUGBANK,0.318
Bupranolol,Taurocholic_acid,GRAS_IIG,0.318
Calcium Chloride,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.318
Carboprost Tromethamine,Losartan,APPROVED_DRUGBANK,0.318
Carprofen,Deoxycholic Acid,APPROVED_DRUGBANK,0.318
Carprofen,Desoxycholic_acid,GRAS_IIG,0.318
Cefepime,Azilsartan medoxomil,APPROVED_DRUGBANK,0.318
Celecoxib,Taurocholic_acid,GRAS_IIG,0.318
Clotiazepam,Taurocholic_acid,GRAS_IIG,0.318
Cyproterone acetate,Taurocholic_acid,GRAS_IIG,0.318
Dasabuvir,Glycocholic_acid,GRAS_IIG,0.318
Dextropropoxyphene,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.318
Difluprednate,Azilsartan medoxomil,APPROVED_DRUGBANK,0.318
Difluprednate,Vitamin_A_acetate,GRAS_IIG,0.318
Diiodohydroxyquinoline,Taurocholic_acid,GRAS_IIG,0.318
Dimetindene,Taurocholic_acid,GRAS_IIG,0.318
Dipyridamole,Taurocholic_acid,GRAS_IIG,0.318
Docosanol,Alitretinoin,APPROVED_DRUGBANK,0.318
Docosanol,Isotretinoin,APPROVED_DRUGBANK,0.318
Docosanol,Tretinoin,APPROVED_DRUGBANK,0.318
Dronabinol,Azilsartan medoxomil,APPROVED_DRUGBANK,0.318
Drostanolone,Deoxycholic Acid,APPROVED_DRUGBANK,0.318
Drostanolone,Desoxycholic_acid,GRAS_IIG,0.318
Dydrogesterone,Deoxycholic Acid,APPROVED_DRUGBANK,0.318
Dydrogesterone,Desoxycholic_acid,GRAS_IIG,0.318
Econazole,Tenofovir,APPROVED_DRUGBANK,0.318
Ertapenem,Glycocholic_acid,GRAS_IIG,0.318
Etacrynic acid,Deoxycholic Acid,APPROVED_DRUGBANK,0.318
Etacrynic acid,Desoxycholic_acid,GRAS_IIG,0.318
Fenoldopam,Carotene_(beta-carotene),GRAS_IIG,0.318
Fosaprepitant,Azilsartan medoxomil,APPROVED_DRUGBANK,0.318
Hexoprenaline,Carotene_(beta-carotene),GRAS_IIG,0.318
Homatropine Methylbromide,Glycocholic_acid,GRAS_IIG,0.318
Indinavir,Glycocholic_acid,GRAS_IIG,0.318
Ioversol,Taurocholic_acid,GRAS_IIG,0.318
Isoconazole,Pantoprazole,APPROVED_DRUGBANK,0.318
Ivabradine,Azilsartan medoxomil,APPROVED_DRUGBANK,0.318
Levopropoxyphene,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.318
Lincomycin,Vitamin_A_acetate,GRAS_IIG,0.318
Lobeglitazone,Vitamin_A_acetate,GRAS_IIG,0.318
Lorpiprazole,Deoxycholic Acid,APPROVED_DRUGBANK,0.318
Lorpiprazole,Desoxycholic_acid,GRAS_IIG,0.318
Magnesium Trisilicate,Taurocholic_acid,GRAS_IIG,0.318
Meclizine,Vitamin_A_acetate,GRAS_IIG,0.318
Medroxyprogesterone acetate,Vitamin A,APPROVED_DRUGBANK,0.318
Medroxyprogesterone acetate,Vitamin_A,GRAS_IIG,0.318
Mesna,Vitamin A,APPROVED_DRUGBANK,0.318
Mesna,Vitamin_A,GRAS_IIG,0.318
Metrizamide,Azilsartan medoxomil,APPROVED_DRUGBANK,0.318
Midazolam,Taurocholic_acid,GRAS_IIG,0.318
Nelfinavir,ALANINE,GRAS_IIG,0.318
Nelfinavir,Aliskiren,APPROVED_DRUGBANK,0.318
Nelfinavir,Ambenonium,APPROVED_DRUGBANK,0.318
Nelfinavir,Carbazochrome,APPROVED_DRUGBANK,0.318
Nelfinavir,Cyamemazine,APPROVED_DRUGBANK,0.318
Nelfinavir,Fosphenytoin,APPROVED_DRUGBANK,0.318
Nelfinavir,Idelalisib,APPROVED_DRUGBANK,0.318
Nelfinavir,L-Alanine,APPROVED_DRUGBANK,0.318
Nelfinavir,Latamoxef,APPROVED_DRUGBANK,0.318
Nelfinavir,METACRESOL,GRAS_IIG,0.318
Nelfinavir,POLYVINYL_ACETATE_PHTHALATE,GRAS_IIG,0.318
Nelfinavir,Paroxetine,APPROVED_DRUGBANK,0.318
Nelfinavir,Pemirolast,APPROVED_DRUGBANK,0.318
Nelfinavir,Perphenazine,APPROVED_DRUGBANK,0.318
Nelfinavir,Ramosetron,APPROVED_DRUGBANK,0.318
Nelfinavir,Ropivacaine,APPROVED_DRUGBANK,0.318
Nelfinavir,Rosoxacin,APPROVED_DRUGBANK,0.318
Nelfinavir,Ruxolitinib,APPROVED_DRUGBANK,0.318
Nelfinavir,SODIUM_PHOSPHATE_DIHYDRATE,GRAS_IIG,0.318
Nelfinavir,Sodium phenylbutyrate,APPROVED_DRUGBANK,0.318
Nelfinavir,Sodium_phosphate_tribasic,GRAS_IIG,0.318
Nelfinavir,Tipiracil,APPROVED_DRUGBANK,0.318
Nelfinavir,Tolbutamide,APPROVED_DRUGBANK,0.318
Nelfinavir,Trimethoprim,APPROVED_DRUGBANK,0.318
Nicardipine,Glycocholic_acid,GRAS_IIG,0.318
Nicergoline,Glycocholic_acid,GRAS_IIG,0.318
Olanzapine,Taurocholic_acid,GRAS_IIG,0.318
Olopatadine,Taurocholic_acid,GRAS_IIG,0.318
Perospirone,Glycocholic_acid,GRAS_IIG,0.318
Phenoxybenzamine,Azilsartan medoxomil,APPROVED_DRUGBANK,0.318
Ponatinib,Azilsartan medoxomil,APPROVED_DRUGBANK,0.318
Potassium alum,Alitretinoin,APPROVED_DRUGBANK,0.318
Potassium alum,Isotretinoin,APPROVED_DRUGBANK,0.318
Potassium alum,Tretinoin,APPROVED_DRUGBANK,0.318
Prednicarbate,Vitamin_A_acetate,GRAS_IIG,0.318
Remikiren,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.318
Risperidone,Indomethacin,APPROVED_DRUGBANK,0.318
Saquinavir,Azilsartan medoxomil,APPROVED_DRUGBANK,0.318
Selexipag,Azilsartan medoxomil,APPROVED_DRUGBANK,0.318
Sertaconazole,Desonide,APPROVED_DRUGBANK,0.318
Sertraline,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.318
Silodosin,Azilsartan medoxomil,APPROVED_DRUGBANK,0.318
Sodium acetate,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.318
Sodium sulfate,Alitretinoin,APPROVED_DRUGBANK,0.318
Sodium sulfate,Isotretinoin,APPROVED_DRUGBANK,0.318
Sodium sulfate,Tretinoin,APPROVED_DRUGBANK,0.318
Spironolactone,Glycocholic_acid,GRAS_IIG,0.318
Sucralfate,Vitamin_A_acetate,GRAS_IIG,0.318
Sulfasalazine,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.318
Tazarotene,Vitamin_A_acetate,GRAS_IIG,0.318
Technetium Tc-99m Medronate,Deoxycholic Acid,APPROVED_DRUGBANK,0.318
Technetium Tc-99m Medronate,Desoxycholic_acid,GRAS_IIG,0.318
Technetium Tc-99m sestamibi,Alitretinoin,APPROVED_DRUGBANK,0.318
Technetium Tc-99m sestamibi,Isotretinoin,APPROVED_DRUGBANK,0.318
Technetium Tc-99m sestamibi,Tretinoin,APPROVED_DRUGBANK,0.318
Technetium Tc-99m sodium pertechnetate,Alitretinoin,APPROVED_DRUGBANK,0.318
Technetium Tc-99m sodium pertechnetate,Isotretinoin,APPROVED_DRUGBANK,0.318
Technetium Tc-99m sodium pertechnetate,Tretinoin,APPROVED_DRUGBANK,0.318
Terbinafine,Deoxycholic Acid,APPROVED_DRUGBANK,0.318
Terbinafine,Desoxycholic_acid,GRAS_IIG,0.318
Tigecycline,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.318
Tizanidine,Losartan,APPROVED_DRUGBANK,0.318
Triazolam,Azilsartan medoxomil,APPROVED_DRUGBANK,0.318
Trisodium citrate dihydrate,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.318
Trypan blue,Vitamin A,APPROVED_DRUGBANK,0.318
Trypan blue,Vitamin_A,GRAS_IIG,0.318
Unoprostone,Vitamin_A_acetate,GRAS_IIG,0.318
Valrubicin,Indomethacin,APPROVED_DRUGBANK,0.318
Zinc sulfate,Alitretinoin,APPROVED_DRUGBANK,0.318
Zinc sulfate,Isotretinoin,APPROVED_DRUGBANK,0.318
Zinc sulfate,Tretinoin,APPROVED_DRUGBANK,0.318
Adenosine monophosphate,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.316
Alverine,Azilsartan medoxomil,APPROVED_DRUGBANK,0.316
Amfecloral,Deoxycholic Acid,APPROVED_DRUGBANK,0.316
Amfecloral,Desoxycholic_acid,GRAS_IIG,0.316
Amikacin,Azilsartan medoxomil,APPROVED_DRUGBANK,0.316
Argatroban,Taurocholic_acid,GRAS_IIG,0.316
Atovaquone,ACETYLTRIBUTYL_CITRATE,GRAS_IIG,0.316
Atovaquone,Clevidipine,APPROVED_DRUGBANK,0.316
Atovaquone,Vinblastine,APPROVED_DRUGBANK,0.316
Avobenzone,Carotene_(beta-carotene),GRAS_IIG,0.316
Benzthiazide,Azilsartan medoxomil,APPROVED_DRUGBANK,0.316
Bisacodyl,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.316
Bivalirudin,Vitamin_A_palmitate,GRAS_IIG,0.316
Brompheniramine,Taurocholic_acid,GRAS_IIG,0.316
Butenafine,Deoxycholic Acid,APPROVED_DRUGBANK,0.316
Butenafine,Desoxycholic_acid,GRAS_IIG,0.316
Butoconazole,Mebendazole,APPROVED_DRUGBANK,0.316
Calcium carbonate,Losartan,APPROVED_DRUGBANK,0.316
Carbamazepine,Losartan,APPROVED_DRUGBANK,0.316
Ceftibuten,Glycocholic_acid,GRAS_IIG,0.316
Cinacalcet,Vitamin_A_acetate,GRAS_IIG,0.316
Cinalukast,Taurocholic_acid,GRAS_IIG,0.316
Cobimetinib,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.316
Copper,Alitretinoin,APPROVED_DRUGBANK,0.316
Copper,Isotretinoin,APPROVED_DRUGBANK,0.316
Copper,Tretinoin,APPROVED_DRUGBANK,0.316
Cyamemazine,Taurocholic_acid,GRAS_IIG,0.316
Dabigatran etexilate,Azilsartan medoxomil,APPROVED_DRUGBANK,0.316
Dasabuvir,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.316
Demexiptiline,Azilsartan medoxomil,APPROVED_DRUGBANK,0.316
Desmopressin,Vitamin_A_palmitate,GRAS_IIG,0.316
Dexbrompheniramine,Taurocholic_acid,GRAS_IIG,0.316
Dextropropoxyphene,Vitamin_A_acetate,GRAS_IIG,0.316
Dienogest,Losartan,APPROVED_DRUGBANK,0.316
Dienogest,Vitamin A,APPROVED_DRUGBANK,0.316
Dienogest,Vitamin_A,GRAS_IIG,0.316
Diphenidol,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.316
Disulfiram,Deoxycholic Acid,APPROVED_DRUGBANK,0.316
Disulfiram,Desoxycholic_acid,GRAS_IIG,0.316
Dobutamine,Deoxycholic Acid,APPROVED_DRUGBANK,0.316
Dobutamine,Desoxycholic_acid,GRAS_IIG,0.316
Doxycycline,Carotene_(beta-carotene),GRAS_IIG,0.316
Dydrogesterone,Vitamin A,APPROVED_DRUGBANK,0.316
Dydrogesterone,Vitamin_A,GRAS_IIG,0.316
Econazole,Grazoprevir,APPROVED_DRUGBANK,0.316
Econazole,Ledipasvir,APPROVED_DRUGBANK,0.316
Edoxaban,Taurocholic_acid,GRAS_IIG,0.316
Enviomycin,Vitamin_A_acetate,GRAS_IIG,0.316
Eplerenone,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.316
Equilin,Losartan,APPROVED_DRUGBANK,0.316
Ezogabine,Glycocholic_acid,GRAS_IIG,0.316
Felypressin,Indomethacin,APPROVED_DRUGBANK,0.316
Fenoldopam,Deoxycholic Acid,APPROVED_DRUGBANK,0.316
Fenoldopam,Desoxycholic_acid,GRAS_IIG,0.316
Forasartan,Glycocholic_acid,GRAS_IIG,0.316
Fulvestrant,Sugammadex,APPROVED_DRUGBANK,0.316
Gentamicin,Azilsartan medoxomil,APPROVED_DRUGBANK,0.316
Helium,Alitretinoin,APPROVED_DRUGBANK,0.316
Helium,Isotretinoin,APPROVED_DRUGBANK,0.316
Helium,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.316
Helium,Tretinoin,APPROVED_DRUGBANK,0.316
Hydroxocobalamin,Vitamin_A_palmitate,GRAS_IIG,0.316
Ipratropium bromide,Vitamin_A_acetate,GRAS_IIG,0.316
Iron,Alitretinoin,APPROVED_DRUGBANK,0.316
Iron,Isotretinoin,APPROVED_DRUGBANK,0.316
Iron,Tretinoin,APPROVED_DRUGBANK,0.316
Isoaminile,Taurocholic_acid,GRAS_IIG,0.316
Lanthanum carbonate,Vitamin A,APPROVED_DRUGBANK,0.316
Lanthanum carbonate,Vitamin_A,GRAS_IIG,0.316
Lenvatinib,Glycocholic_acid,GRAS_IIG,0.316
Levopropoxyphene,Vitamin_A_acetate,GRAS_IIG,0.316
Liotrix,Azilsartan medoxomil,APPROVED_DRUGBANK,0.316
Lithium,Alitretinoin,APPROVED_DRUGBANK,0.316
Lithium,Isotretinoin,APPROVED_DRUGBANK,0.316
Lithium,Tretinoin,APPROVED_DRUGBANK,0.316
Lopinavir,Azilsartan medoxomil,APPROVED_DRUGBANK,0.316
Lornoxicam,Deoxycholic Acid,APPROVED_DRUGBANK,0.316
Lornoxicam,Desoxycholic_acid,GRAS_IIG,0.316
Manganese,Alitretinoin,APPROVED_DRUGBANK,0.316
Manganese,Isotretinoin,APPROVED_DRUGBANK,0.316
Manganese,Tretinoin,APPROVED_DRUGBANK,0.316
Medrogestone,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.316
Medroxyprogesterone acetate,Carotene_(beta-carotene),GRAS_IIG,0.316
Mefloquine,Losartan,APPROVED_DRUGBANK,0.316
Metixene,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.316
Mipomersen,Candesartan,APPROVED_DRUGBANK,0.316
Nabilone,Carotene_(beta-carotene),GRAS_IIG,0.316
Naftifine,Taurocholic_acid,GRAS_IIG,0.316
Nelfinavir,Alverine,APPROVED_DRUGBANK,0.316
Nelfinavir,Barnidipine,APPROVED_DRUGBANK,0.316
Nelfinavir,Carprofen,APPROVED_DRUGBANK,0.316
Nelfinavir,Cloxacillin,APPROVED_DRUGBANK,0.316
Nelfinavir,Cyclandelate,APPROVED_DRUGBANK,0.316
Nelfinavir,Dextromethorphan,APPROVED_DRUGBANK,0.316
Nelfinavir,Edoxaban,APPROVED_DRUGBANK,0.316
Nelfinavir,Eluxadoline,APPROVED_DRUGBANK,0.316
Nelfinavir,Fenoprofen,APPROVED_DRUGBANK,0.316
Nelfinavir,Glycodiazine,APPROVED_DRUGBANK,0.316
Nelfinavir,Ifosfamide,APPROVED_DRUGBANK,0.316
Nelfinavir,Imolamine,APPROVED_DRUGBANK,0.316
Nelfinavir,Ketoconazole,APPROVED_DRUGBANK,0.316
Nelfinavir,Leucovorin,APPROVED_DRUGBANK,0.316
Nelfinavir,Methadone,APPROVED_DRUGBANK,0.316
Nelfinavir,Phenylbutazone,APPROVED_DRUGBANK,0.316
Nelfinavir,Phenylephrine,APPROVED_DRUGBANK,0.316
Nelfinavir,Phylloquinone,APPROVED_DRUGBANK,0.316
Nelfinavir,Piperacillin,APPROVED_DRUGBANK,0.316
Nelfinavir,Propylhexedrine,APPROVED_DRUGBANK,0.316
Nelfinavir,Rivastigmine,APPROVED_DRUGBANK,0.316
Nelfinavir,SODIUM_POLYSTYRENE_SULFONATE,GRAS_IIG,0.316
Nelfinavir,Tymazoline,APPROVED_DRUGBANK,0.316
Norelgestromin,Taurocholic_acid,GRAS_IIG,0.316
Octreotide,Vitamin_A_palmitate,GRAS_IIG,0.316
Pamidronate,Carotene_(beta-carotene),GRAS_IIG,0.316
Paromomycin,Glycocholic_acid,GRAS_IIG,0.316
Perhexiline,Vitamin A,APPROVED_DRUGBANK,0.316
Perhexiline,Vitamin_A,GRAS_IIG,0.316
Polidocanol,Alitretinoin,APPROVED_DRUGBANK,0.316
Polidocanol,Isotretinoin,APPROVED_DRUGBANK,0.316
Polidocanol,Tretinoin,APPROVED_DRUGBANK,0.316
Potassium Chloride,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.316
Propofol,Alitretinoin,APPROVED_DRUGBANK,0.316
Propofol,Isotretinoin,APPROVED_DRUGBANK,0.316
Propofol,Tretinoin,APPROVED_DRUGBANK,0.316
Sodium Chloride,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.316
Sodium Iodide I-131,Alitretinoin,APPROVED_DRUGBANK,0.316
Sodium Iodide I-131,Isotretinoin,APPROVED_DRUGBANK,0.316
Sodium Iodide I-131,Tretinoin,APPROVED_DRUGBANK,0.316
Sodium acetate,Vitamin A,APPROVED_DRUGBANK,0.316
Sodium acetate,Vitamin_A,GRAS_IIG,0.316
Sodium fluoride,Alitretinoin,APPROVED_DRUGBANK,0.316
Sodium fluoride,Isotretinoin,APPROVED_DRUGBANK,0.316
Sodium fluoride,Tretinoin,APPROVED_DRUGBANK,0.316
Stanozolol,Taurocholic_acid,GRAS_IIG,0.316
Sulindac,Taurocholic_acid,GRAS_IIG,0.316
Sulindac,Vitamin_A_acetate,GRAS_IIG,0.316
Tamsulosin,Azilsartan medoxomil,APPROVED_DRUGBANK,0.316
Tazarotene,Glycocholic_acid,GRAS_IIG,0.316
Technetium Tc-99m Medronate,Alitretinoin,APPROVED_DRUGBANK,0.316
Technetium Tc-99m Medronate,Isotretinoin,APPROVED_DRUGBANK,0.316
Technetium Tc-99m Medronate,Tretinoin,APPROVED_DRUGBANK,0.316
Tenofovir alafenamide,Azilsartan medoxomil,APPROVED_DRUGBANK,0.316
Tetracycline,Vitamin_A_acetate,GRAS_IIG,0.316
Thioridazine,Indomethacin,APPROVED_DRUGBANK,0.316
Trioxsalen,Glycocholic_acid,GRAS_IIG,0.316
Tubocurarine,Vitamin_A_palmitate,GRAS_IIG,0.316
Tyropanoic acid,Deoxycholic Acid,APPROVED_DRUGBANK,0.316
Tyropanoic acid,Desoxycholic_acid,GRAS_IIG,0.316
Umeclidinium,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.316
Verteporfin,Glycocholic_acid,GRAS_IIG,0.316
Vindesine,Azilsartan medoxomil,APPROVED_DRUGBANK,0.316
Xenon-133,Alitretinoin,APPROVED_DRUGBANK,0.316
Xenon-133,Isotretinoin,APPROVED_DRUGBANK,0.316
Xenon-133,Tretinoin,APPROVED_DRUGBANK,0.316
Zinc,Alitretinoin,APPROVED_DRUGBANK,0.316
Zinc,Isotretinoin,APPROVED_DRUGBANK,0.316
Zinc,Tretinoin,APPROVED_DRUGBANK,0.316
Zolpidem,Deoxycholic Acid,APPROVED_DRUGBANK,0.316
Zolpidem,Desoxycholic_acid,GRAS_IIG,0.316
Acitretin,Vitamin_A_acetate,GRAS_IIG,0.314
Adenosine triphosphate,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.314
Alendronic acid,Carotene_(beta-carotene),GRAS_IIG,0.314
Alprazolam,Taurocholic_acid,GRAS_IIG,0.314
Aluminium,Alitretinoin,APPROVED_DRUGBANK,0.314
Aluminium,Isotretinoin,APPROVED_DRUGBANK,0.314
Aluminium,Tretinoin,APPROVED_DRUGBANK,0.314
Aluminum hydroxide,Alitretinoin,APPROVED_DRUGBANK,0.314
Aluminum hydroxide,Isotretinoin,APPROVED_DRUGBANK,0.314
Aluminum hydroxide,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.314
Aluminum hydroxide,Tretinoin,APPROVED_DRUGBANK,0.314
Ambenonium,Losartan,APPROVED_DRUGBANK,0.314
Amiodarone,Azilsartan medoxomil,APPROVED_DRUGBANK,0.314
Ammonia N-13,Alitretinoin,APPROVED_DRUGBANK,0.314
Ammonia N-13,Isotretinoin,APPROVED_DRUGBANK,0.314
Ammonia N-13,Tretinoin,APPROVED_DRUGBANK,0.314
Anagrelide,Losartan,APPROVED_DRUGBANK,0.314
Anidulafungin,Candesartan,APPROVED_DRUGBANK,0.314
Atazanavir,Glycocholic_acid,GRAS_IIG,0.314
Atorvastatin,Azilsartan medoxomil,APPROVED_DRUGBANK,0.314
Atovaquone,Capecitabine,APPROVED_DRUGBANK,0.314
Atovaquone,Propoxycaine,APPROVED_DRUGBANK,0.314
Bentoquatam,Alitretinoin,APPROVED_DRUGBANK,0.314
Bentoquatam,Isotretinoin,APPROVED_DRUGBANK,0.314
Bentoquatam,Tretinoin,APPROVED_DRUGBANK,0.314
Bexarotene,Deoxycholic Acid,APPROVED_DRUGBANK,0.314
Bexarotene,Desoxycholic_acid,GRAS_IIG,0.314
Bisacodyl,Glycocholic_acid,GRAS_IIG,0.314
Calcium Acetate,Vitamin A,APPROVED_DRUGBANK,0.314
Calcium Acetate,Vitamin_A,GRAS_IIG,0.314
Calcium Chloride,Carotene_(beta-carotene),GRAS_IIG,0.314
Calcium Chloride,Losartan,APPROVED_DRUGBANK,0.314
Calcium carbimide,Alitretinoin,APPROVED_DRUGBANK,0.314
Calcium carbimide,Isotretinoin,APPROVED_DRUGBANK,0.314
Calcium carbimide,Tretinoin,APPROVED_DRUGBANK,0.314
Carbamazepine,Taurocholic_acid,GRAS_IIG,0.314
Ceftibuten,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.314
Ceruletide,Candesartan,APPROVED_DRUGBANK,0.314
Chromic chloride,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.314
Cinalukast,Losartan,APPROVED_DRUGBANK,0.314
Clotrimazole,Deoxycholic Acid,APPROVED_DRUGBANK,0.314
Clotrimazole,Desoxycholic_acid,GRAS_IIG,0.314
Clozapine,Deoxycholic Acid,APPROVED_DRUGBANK,0.314
Clozapine,Desoxycholic_acid,GRAS_IIG,0.314
Colfosceril palmitate,Glycocholic_acid,GRAS_IIG,0.314
Colistin,Azilsartan medoxomil,APPROVED_DRUGBANK,0.314
Colistin,Glycocholic_acid,GRAS_IIG,0.314
Copper,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.314
Cyanocobalamin,Candesartan,APPROVED_DRUGBANK,0.314
Dasatinib,Deoxycholic Acid,APPROVED_DRUGBANK,0.314
Dasatinib,Desoxycholic_acid,GRAS_IIG,0.314
Demexiptiline,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.314
Diethylstilbestrol,Tannic_acid_(hydrolyzable_gallotannins),GRAS_IIG,0.314
Dihomo-gamma-linolenic acid,Deoxycholic Acid,APPROVED_DRUGBANK,0.314
Dihomo-gamma-linolenic acid,Desoxycholic_acid,GRAS_IIG,0.314
Disulfiram,Losartan,APPROVED_DRUGBANK,0.314
Doripenem,SODIUM_DESOXYCHOLATE,GRAS_IIG,0.314
Drospirenone,Glycocholic_acid,GRAS_IIG,0.314
Duloxetine,Vitamin_A_acetate,GRAS_IIG,0.314
Elbasvir,Azilsartan medoxomil,APPROVED_DRUGBANK,0.314
Enoxaparin,Azilsartan medoxomil,APPROVED_DRUGBANK,0.314
Ethynodiol diacetate,Deoxycholic Acid,APPROVED_DRUGBANK,0.314
Ethynodiol diacetate,Desoxycholic_acid,GRAS_IIG,0.314
Ethynodiol diacetate,Vitamin_A_acetate,GRAS_IIG,0.314
